,Model_Name,Manufacturer_ID,Category_ID,Screen_Size_ID,Screen_Type_ID,RAM,CPU_ID,GPU_ID,SSD_Storage,HDD_Storage,Weight,OS_ID,OS_Version_ID,ID
666,Thinkpad T470,14,6,6,8,8,34,25,256,0,1.58,4,2,667
667,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),15,6,7,18,8,103,21,256,0,2.23,4,2,668
668,GS60 Ghost,9,2,7,18,16,70,83,128,1000,1.91,4,2,669
669,Precision 3520,4,4,7,8,16,43,76,256,0,2.17,4,2,670
670,ProBook 440,1,6,6,27,4,112,25,256,0,1.64,4,2,671
671,Tecra X40-D-10Z,2,3,6,27,4,112,25,128,0,1.25,4,2,672
672,Legion Y520-15IKBN,14,2,7,18,16,82,38,512,0,2.4,4,2,673
673,Rog GL552VW-CN470T,8,2,7,8,16,70,48,128,1000,2.59,4,2,674
674,Vostro 3568,4,6,7,27,4,77,53,0,1000,2.18,1,1,675
675,Inspiron 7567,4,2,7,18,8,82,89,250,750,2.62,4,2,676
676,FX753VE-GC155T (i7-7700HQ/16GB/1TB,8,2,9,18,16,82,73,256,1000,3.0,4,2,677
677,Ideapad 310-15ISK,14,6,7,18,4,17,95,0,1000,1.85,4,2,678
678,MacBook Pro,19,3,14,20,16,102,54,512,0,1.83,3,1,679
679,Rog G752VL-GC088D,8,2,9,8,16,70,3,0,1000,4.0,2,1,680
680,ThinkPad L470,14,6,6,18,8,96,95,256,0,2.02,4,3,681
681,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),8,6,6,18,8,56,56,256,0,1.4,4,2,682
682,EliteBook 840,1,3,6,2,8,75,95,256,0,1.54,4,3,683
683,EliteBook 850,1,6,7,18,8,75,95,256,0,1.84,4,2,684
684,Aspire 3,15,6,7,27,6,44,21,0,1000,2.1,4,2,685
685,Aspire A515-51G-37JS,15,6,7,18,4,88,91,256,0,2.2,4,2,686
686,Inspiron 5770,4,6,9,8,8,56,68,128,1000,2.8,4,2,687
687,Macbook Air,19,3,5,19,8,81,82,128,0,1.34,3,1,688
688,Inspiron 7570,4,6,7,8,8,91,97,512,0,2.16,4,2,689
689,TravelMate P259-G2,15,6,7,27,4,112,25,0,500,2.23,4,2,690
690,XPS 15,4,6,7,18,8,82,89,256,0,2.0,4,2,691
691,Stream 11-Y000na,1,1,3,27,2,110,94,32,0,1.17,4,2,692
692,Inspiron 5567,4,6,7,27,4,77,78,128,0,2.3,4,2,693
693,Alienware 17,4,2,9,8,32,82,24,512,1000,4.42,4,2,694
694,GL72M 7RDX,9,2,9,18,8,69,89,128,1000,2.7,4,2,695
695,GP72MVR 7RFX,9,2,9,18,8,82,103,128,1000,2.7,4,2,696
696,ProBook 650,1,6,7,18,8,68,101,256,0,2.31,4,2,697
697,Inspiron 5578,4,5,7,36,16,34,25,512,0,2.09,4,2,698
698,ProBook 450,1,6,7,27,4,85,25,0,500,2.1,4,2,699
699,ThinkPad Yoga,14,3,13,24,8,75,95,256,0,1.3,4,2,700
700,F756UX-T4201D (i7-7500U/8GB/128GB,8,6,9,18,8,34,77,128,1000,2.69,2,1,701
701,IdeaPad 110-15ISK,14,6,7,18,4,77,95,0,1000,2.2,2,1,702
702,Aspire ES1-531,15,6,7,27,4,110,94,0,500,2.4,1,1,703
703,Latitude 3580,4,6,7,27,8,112,25,128,0,1.95,4,2,704
704,Swift 7,15,3,5,8,8,109,87,256,0,1.12,4,2,705
705,17-AK091ND (A9-9420/8GB/1TB/W10),1,6,15,7,8,44,21,0,1000,2.6,4,2,706
706,Tecra Z50-C-140,2,6,7,8,16,36,27,256,0,2.4,4,2,707
707,IdeaPad 310-15ABR,14,6,7,18,6,60,90,0,1000,2.4,4,2,708
708,IdeaPad Y900-17ISK,14,2,9,8,16,28,10,506,750,4.6,4,2,709
709,IdeaPad 100S-14IBR,14,6,6,27,2,83,59,64,0,1.5,4,2,710
710,Inspiron 5570,4,6,7,18,16,91,68,256,2000,2.2,4,2,711
711,Inspiron 5770,4,6,9,18,8,91,68,128,1000,2.8,4,2,712
712,ThinkPad E480,14,6,6,8,8,56,58,256,0,1.75,4,2,713
713,IdeaPad 310-15ISK,14,6,7,27,8,75,93,0,500,2.2,2,1,714
714,Portege Z30-C-16H,2,6,5,18,4,96,95,128,0,1.2,4,2,715
715,X751NV-TY001 (N4200/4GB/1TB/GeForce,8,6,9,27,4,4,93,0,1000,2.8,4,2,716
716,250 G6,1,6,7,27,4,17,95,0,1000,1.86,2,1,717
717,ThinkPad E470,14,6,6,18,4,112,25,0,500,1.87,4,2,718
718,Inspiron 5570,4,3,7,18,8,56,68,0,1000,1.9,4,2,719
719,250 G5,1,6,7,18,8,75,95,256,0,1.96,4,2,720
720,ThinkPad X1,14,3,6,8,16,34,25,512,0,1.14,4,2,721
721,Portege X30-D-10K,2,3,5,18,16,34,25,512,0,1.05,4,2,722
722,ZenBook UX430UA,8,3,6,18,8,91,56,256,0,1.25,4,2,723
723,FX753VD-GC086T (i5-7300HQ/8GB/1TB,8,2,9,18,8,69,89,128,1000,3.0,4,2,724
724,EliteBook 840,1,6,6,18,8,94,25,256,0,1.48,4,2,725
725,Thinkpad X270,14,3,13,8,8,34,25,256,0,1.36,4,2,726
726,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),8,5,7,12,8,112,95,0,1000,2.2,4,2,727
727,GP72M 7REX,9,2,9,18,16,82,38,256,1000,2.7,4,2,728
728,Tecra Z50-C-144,2,6,7,8,8,75,95,256,0,2.2,4,2,729
729,Legion Y720-15IKB,14,2,7,8,8,82,103,256,1000,3.2,4,2,730
730,Inspiron 5379,4,5,5,36,16,91,56,512,0,1.62,4,2,731
731,EliteBook 840,1,6,6,18,8,105,25,1000,0,1.48,4,2,732
732,VivoBook Max,8,6,7,27,4,112,25,256,0,2.0,4,2,733
733,ThinkPad P51s,14,4,7,18,16,75,18,512,0,2.18,4,3,734
734,250 G6,1,6,7,27,4,112,25,0,500,1.86,4,2,735
735,XPS 13,4,3,5,16,16,34,25,1000,0,1.2,4,2,736
736,Latitude 5580,4,6,7,18,8,94,25,0,500,1.9,4,2,737
737,Vostro 5568,4,6,7,18,8,34,11,256,0,1.98,1,1,738
738,Rog GL702VS-GC095T,8,2,9,18,16,82,24,256,1000,2.9,4,2,739
739,Pavilion x360,1,5,7,12,4,112,25,0,500,2.3,4,2,740
740,Rog GL702VM-GC354T,8,2,9,8,8,82,103,256,1000,2.7,4,2,741
741,Thinkpad E470,14,6,6,8,8,112,93,256,0,1.87,4,2,742
742,Yoga 920-13IKB,14,5,8,24,8,56,56,256,0,1.4,4,2,743
743,Rog GL752VW-T4308T,8,2,9,18,8,70,48,128,1000,3.52,4,2,744
744,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),14,6,7,18,4,56,25,0,500,2.05,4,2,745
745,EliteBook 850,1,6,7,18,8,65,95,256,500,1.84,4,2,746
746,GS63VR 7RG,9,2,7,18,16,82,24,256,2000,1.8,4,2,747
747,IdeaPad 320-15IAP,14,6,7,27,4,4,12,0,1000,2.2,4,2,748
748,15-bw007nv (A10-9620P/6GB/128GB/Radeon,1,6,7,8,6,16,68,128,0,1.91,4,2,749
749,ROG Strix,8,2,9,18,16,82,103,256,1000,2.9,4,2,750
750,Spectre x360,1,5,5,25,8,91,56,512,0,1.29,4,2,751
751,Rog G752VT-GC073T,8,2,9,8,16,70,83,128,1000,4.0,4,2,752
752,Vostro 5468,4,6,6,18,8,112,25,256,0,1.6,4,2,753
753,Inspiron 5577,4,2,7,18,8,69,89,0,1000,2.56,4,2,754
754,Aspire A517-51G,15,6,9,8,4,56,36,256,0,3.0,4,2,755
755,IdeaPad 110-15ISK,14,6,7,27,8,78,95,0,1000,2.29,4,2,756
756,Omen 17-w207nv,1,2,9,18,12,82,24,256,1000,3.35,4,2,757
757,Inspiron 7773,4,6,9,36,16,91,47,512,0,2.77,4,2,758
758,Latitude 7480,4,3,6,18,8,112,25,256,0,1.36,4,2,759
759,IdeaPad 320-15ABR,14,6,7,27,8,40,15,0,1000,2.2,4,2,760
760,Latitude 7480,4,6,6,18,8,94,25,256,0,1.36,4,2,761
761,Yoga 520-14IKB,14,5,6,24,4,85,25,256,0,1.74,4,2,762
762,IdeaPad 510-15IKB,14,6,7,18,6,34,97,256,0,2.2,4,2,763
763,Nitro AN515-51,15,2,7,8,8,69,89,256,0,2.5,4,2,764
764,17-BS092ND (i3-6006U/8GB/256GB/W10),1,6,9,7,8,17,95,256,0,2.5,4,2,765
765,IdeaPad Y700-15ISK,14,2,7,8,8,70,20,128,1000,2.6,4,2,766
766,ThinkPad X1,14,3,6,10,8,75,95,512,0,1.17,4,2,767
767,IdeaPad 320-15IKBN,14,6,7,27,8,112,25,256,0,2.2,4,2,768
768,IdeaPad 120S-14IAP,14,6,6,27,4,15,74,32,0,1.44,4,2,769
769,Legion Y520-15IKBN,14,2,7,8,16,82,38,256,1000,2.5,4,2,770
770,Vostro 5568,4,6,7,18,8,112,25,0,1000,1.98,1,1,771
771,GP62M Leopard,9,2,7,18,8,82,89,128,1000,2.2,4,2,772
772,EliteBook 1030,1,6,5,16,8,27,49,256,0,1.16,4,2,773
773,Yoga 500-14IBD,14,5,6,36,4,96,95,128,0,1.8,4,2,774
774,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,8,2,7,18,8,70,103,0,1000,2.2,4,2,775
775,IdeaPad 310-15IKB,14,6,7,18,6,112,25,0,1000,2.4,4,2,776
776,Pavilion 15-CK000nv,1,3,7,8,8,91,33,256,0,1.83,4,2,777
777,IdeaPad 320-15IKBN,14,6,7,27,8,112,97,0,2000,2.2,2,1,778
778,Spin 3,15,6,7,24,6,85,25,0,1000,2.1,4,2,779
779,250 G6,1,6,7,18,4,17,95,0,1000,1.86,4,2,780
780,Latitude E5570,4,6,7,27,4,96,95,0,500,2.09,1,1,781
781,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,15,2,7,18,8,69,89,0,1000,2.4,1,1,782
782,17-Y002nv (A10-9600P/6GB/2TB/Radeon,1,6,9,8,6,60,78,0,2000,2.65,4,2,783
783,MacBook Air,19,3,5,19,8,7,82,128,0,1.35,3,5,784
784,Precision 3520,4,4,7,18,8,82,76,0,1000,2.23,4,2,785
785,X553SA-XX031T (N3050/4GB/500GB/W10),8,6,7,27,4,83,59,0,500,2.2,4,2,786
786,Precision 5520,4,4,7,8,8,43,55,256,0,2.0,4,2,787
787,Rog Strix,8,2,9,18,8,115,42,256,1000,3.2,4,2,788
788,IdeaPad 510-15IKB,14,6,7,18,8,34,97,0,1000,2.2,2,1,789
789,Inspiron 5567,4,6,7,27,8,112,39,0,1000,2.32,1,1,790
790,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,8,6,9,18,4,17,93,0,1000,2.0,4,2,791
791,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,8,6,7,18,6,85,43,256,0,2.0,4,2,792
792,15-ba043na (A12-9700P/8GB/2TB/W10),1,6,7,27,8,42,57,0,2000,2.04,4,2,793
793,Probook 450,1,6,7,8,8,90,16,128,1000,2.04,4,2,794
794,Legion Y520-15IKBN,14,2,7,8,8,69,89,0,1000,2.5,2,1,795
795,Vostro 3568,4,6,7,27,4,112,95,0,1000,2.18,1,1,796
796,ProBook 470,1,6,9,18,8,56,56,256,0,2.5,4,2,797
797,Thinkpad L560,14,6,7,18,8,96,95,256,0,2.3,4,2,798
798,ZBook 17,1,4,7,18,8,82,67,256,0,3.14,4,2,799
799,Elitebook 850,1,6,7,18,8,34,25,256,0,1.84,4,2,800
800,IdeaPad 320-17IKBR,14,6,9,18,8,91,36,0,2000,2.8,2,1,801
801,XPS 13,4,3,5,18,8,56,56,256,0,1.23,4,2,802
802,Rog GL502VM-DS74,8,2,7,18,16,82,103,128,1000,2.1,4,2,803
803,GE72VR 6RF,9,2,9,18,16,82,38,256,1000,2.7,4,2,804
804,Aspire A515-51G-32MX,15,6,7,18,4,88,91,0,1000,2.2,4,2,805
805,N23 (N3060/4GB/128GB/W10),14,1,3,12,4,110,94,128,0,1.4,4,2,806
806,Inspiron 3552,4,6,7,27,4,52,59,0,500,2.2,1,1,807
807,IdeaPad 320-15ISK,14,6,7,27,8,17,85,256,0,2.2,2,1,808
808,ProBook 450,1,6,7,27,4,85,25,256,0,2.04,4,2,809
809,Alienware 17,4,6,9,8,8,3,103,0,1000,4.42,4,2,810
810,MacBook Pro,19,3,5,26,8,71,60,512,0,1.37,3,1,811
811,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,8,2,7,18,8,31,99,0,1000,2.45,4,2,812
812,Aspire R7,15,5,5,24,8,75,95,256,0,1.6,4,2,813
813,Portege X20W-D-10V,2,3,13,36,8,34,25,512,0,1.1,4,2,814
814,Aspire 3,15,6,7,27,4,112,25,256,0,2.1,4,2,815
815,GL553VE-FY082T (i7-7700HQ/8GB/1TB,8,2,7,18,8,82,38,128,1000,2.5,4,2,816
816,Spectre Pro,1,3,5,18,8,75,95,512,0,1.16,4,2,817
817,17-bs000nv I3,1,6,9,8,4,17,37,256,0,2.5,4,2,818
818,GE72 Apache,9,2,9,18,8,70,48,128,1000,2.9,4,2,819
819,Inspiron 5379,4,5,5,24,8,91,56,0,1000,1.62,4,2,820
820,EliteBook 820,1,3,13,18,8,75,95,256,0,1.26,4,2,821
821,Thinkpad Yoga,14,5,5,24,8,34,25,256,0,1.37,4,2,822
822,V110-15ISK (i3-6006U/4GB/1TB/No,14,6,7,27,4,77,95,0,1000,1.9,2,1,823
823,Latitude 3480,4,6,6,27,4,96,95,0,500,1.76,4,2,824
824,Latitude 7280,4,3,13,18,8,105,25,256,0,1.6,4,2,825
825,Inspiron 3567,4,6,7,18,4,112,7,256,0,2.3,4,2,826
826,Mi Notebook,10,3,5,8,8,112,36,256,0,1.3,2,1,827
827,Probook 430,1,6,5,18,8,112,25,256,0,1.49,4,2,828
828,ProBook 430,1,6,5,18,8,91,56,512,0,1.49,4,2,829
829,Aspire A315-31,15,6,7,27,4,15,74,0,1000,2.1,4,2,830
830,Portege Z30-C-1CW,2,6,5,18,8,96,95,256,0,1.2,4,3,831
831,EliteBook 850,1,6,7,18,8,96,95,256,0,1.88,4,3,832
832,Spectre 13-V111dx,1,3,5,24,8,34,25,256,0,1.11,4,2,833
833,Chromebook 3,11,1,3,27,4,110,94,16,0,1.15,6,1,834
834,"MacBook 12""",19,3,4,23,8,57,87,256,0,0.92,3,1,835
835,XPS 13,4,3,5,16,16,58,98,512,0,1.29,4,2,836
836,E5 774G,15,6,9,7,4,17,97,0,1000,3.3,4,2,837
837,IdeaPad Y700-15ISK,14,6,7,8,8,113,48,128,1000,2.6,4,2,838
838,IdeaPad 320-15IKB,14,6,7,18,8,34,93,0,1000,2.2,4,2,839
839,Gram 14Z970,13,3,6,24,8,34,25,512,0,0.98,4,2,840
840,Latitude 3380,4,6,5,27,4,17,95,128,0,1.65,4,2,841
841,Gram 15Z975,13,3,7,8,8,91,25,512,0,1.09,4,2,842
842,IdeaPad 320-15AST,14,6,7,18,4,99,68,256,0,2.2,4,2,843
843,14-am079na (N3710/8GB/2TB/W10),1,6,6,27,8,26,61,0,2000,1.94,4,2,844
844,Pixelbook (Core,3,3,18,9,8,22,87,256,0,1.1,6,1,845
845,Flex 5,14,5,6,36,8,112,25,256,0,1.7,4,2,846
846,Vostro 3568,4,6,7,18,4,112,25,0,1000,2.18,4,2,847
847,15-cd005nv (A9-9420/6GB/256GB/Radeon,1,6,7,8,6,20,68,256,0,1.95,4,2,848
848,ThinkPad T460,14,6,6,18,8,96,95,1,0,1.7,4,3,849
849,A541NA-GO342 (N3350/4GB/500GB/Linux),8,6,7,27,4,15,74,0,500,2.0,1,1,850
850,IdeaPad 320-17ISK,14,6,9,7,4,17,95,0,1000,2.8,4,2,851
851,Notebook 9,11,3,5,18,8,112,25,256,0,0.81,4,2,852
852,XPS 13,4,3,5,16,8,65,95,256,0,1.23,1,1,853
853,ProBook x360,1,5,3,12,4,4,12,256,0,1.45,4,2,854
854,Spectre Pro,1,5,5,3,8,36,95,256,0,1.48,4,2,855
855,17-BS037cl (i3-6006U/8GB/1TB/W10),1,6,9,7,8,17,95,0,1000,2.54,4,2,856
856,ThinkPad P40,14,5,6,24,8,36,52,512,0,1.8,4,3,857
857,IdeaPad 310-15ISK,14,6,7,18,6,78,93,128,0,2.4,4,2,858
858,Aspire A515-51G-59QF,15,6,7,8,4,56,36,0,1000,2.2,4,2,859
859,VivoBook S15,8,6,7,18,8,91,97,256,0,1.7,4,2,860
860,Nitro 5,15,2,7,8,8,82,89,128,1000,2.7,4,2,861
861,15-bs011nv (i7-7500U/4GB/500GB/Radeon,1,6,7,8,4,34,68,0,500,2.1,4,2,862
862,X555QG-DM242T (A10-9620P/4GB/1TB,8,6,7,18,4,16,7,128,1000,2.2,4,2,863
863,ThinkPad L460,14,6,6,8,8,96,95,256,0,1.9,4,2,864
864,ZBook 15u,1,6,7,18,8,112,70,0,500,1.9,4,2,865
865,V310-15IKB (i5-7200U/4GB/1TB/No,14,6,7,27,4,112,25,0,1000,1.9,2,1,866
866,IdeaPad 320-17IKB,14,6,9,7,8,112,25,0,1000,2.8,2,1,867
867,Swift 3,15,6,6,8,4,85,25,128,0,1.8,4,2,868
868,ThinkPad T570,14,6,7,8,8,112,25,256,0,1.95,4,2,869
869,Chromebook C202SA,8,1,3,27,4,110,94,16,0,1.2,6,1,870
870,X553SA-XX021T (N3050/4GB/500GB/W10),8,6,7,27,4,83,59,0,500,2.2,4,2,871
871,ThinkPad E480,14,6,6,8,8,56,56,256,0,1.75,4,2,872
872,Legion Y520-15IKBN,14,2,7,8,16,82,38,256,0,2.5,4,2,873
873,250 G6,1,6,7,18,8,112,25,256,0,1.86,2,1,874
874,Spectre Pro,1,6,5,18,8,96,95,256,0,1.16,4,2,875
875,Thinkpad T460s,14,3,6,10,12,36,95,256,0,1.4,4,2,876
876,GE73VR 7RE,9,2,9,18,16,82,103,256,1000,2.8,4,2,877
877,Tecra Z40-C-161,2,3,6,8,16,36,27,512,0,1.47,4,2,878
878,Predator 17,15,2,9,8,16,70,103,128,1000,4.2,4,2,879
879,Vivobook X541UV-DM1217T,8,6,7,18,8,112,85,256,0,2.0,4,2,880
880,ZenBook UX510UX-CN211T,8,6,7,18,8,34,25,256,1000,2.0,4,2,881
881,Spectre x360,1,3,5,4,16,34,25,512,0,1.3,4,2,882
882,Inspiron 5379,4,5,5,36,8,91,56,256,0,1.62,4,2,883
883,Aspire ES1-533,15,6,7,27,4,4,12,0,500,2.4,4,2,884
884,XPS 13,4,3,5,25,8,56,56,128,0,1.21,4,2,885
885,15-BA015wm (E2-7110/4GB/500GB/W10),1,6,7,27,4,55,19,0,500,1.86,4,2,886
886,15-cb003na (i5-7300HQ/8GB/1TB,1,6,7,8,8,69,89,128,1000,2.2,4,2,887
887,IdeaPad 320-17IKB,14,6,9,7,4,112,93,0,1000,2.79,4,2,888
888,15-bw002nv (A6-9220/4GB/256GB/Radeon,1,6,7,18,4,2,75,256,0,1.91,4,2,889
889,FX502VM-AS73 (i7-7700HQ/16GB/1TB,8,6,7,18,16,82,103,128,1000,2.2,4,2,890
890,GE62 Apache,9,2,7,18,8,70,48,128,1000,2.4,4,2,891
891,Inspiron 3552,4,6,7,27,4,93,94,0,500,1.8,4,2,892
892,Chromebook C731-C78G,15,1,3,39,4,110,94,32,0,1.25,6,1,893
893,Yoga 510-15IKB,14,5,7,36,8,112,106,256,0,2.08,4,2,894
894,X541NA (N4200/4GB/1TB/W10),8,6,7,27,4,4,12,0,1000,2.0,4,2,895
895,EliteBook 850,1,6,7,18,8,34,25,256,0,1.84,4,2,896
896,FX753VD-GC461T (i7-7700HQ/16GB/1TB,8,2,9,18,16,82,89,256,1000,2.9,4,2,897
897,ProBook 450,1,6,7,18,4,85,25,128,0,2.1,4,2,898
898,Chromebook 13,1,6,5,29,4,30,49,32,0,1.29,6,1,899
899,Aspire E5-575,15,6,7,27,6,112,25,0,1000,2.23,4,2,900
900,Vivobook Max,8,6,7,38,8,92,12,128,0,2.0,4,2,901
901,GS73VR Stealth,9,2,9,4,16,70,103,512,2000,2.43,4,2,902
902,Extensa EX2540,15,6,7,27,4,17,95,0,500,2.4,4,2,903
903,XPS 15,4,6,7,34,16,82,89,512,0,2.06,4,2,904
904,EliteBook 840,1,3,6,18,8,75,95,256,0,1.54,4,2,905
905,Aspire 3,15,6,7,27,4,4,12,0,1000,2.1,4,2,906
906,XPS 15,4,6,7,18,16,82,89,512,0,2.06,4,2,907
907,IdeaPad 320-15IKBN,14,6,7,18,8,112,25,256,0,2.2,2,1,908
908,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),14,6,7,18,4,112,25,0,2000,2.1,4,2,909
909,Inspiron 3567,4,6,7,18,8,34,7,0,1000,2.2,1,1,910
910,250 G5,1,6,7,27,4,26,61,0,1000,1.96,4,2,911
911,EliteBook Folio,1,1,13,18,8,114,49,512,0,0.97,4,2,912
912,EliteBook Folio,1,3,13,25,8,114,49,512,0,0.97,4,2,913
913,EliteBook x360,1,5,5,36,8,112,25,256,0,1.28,4,2,914
914,IdeaPad 110-15IBR,14,6,7,27,8,66,61,0,1000,2.2,2,1,915
915,G752VY-GC162T (i7-6700HQ/16GB/1TB,8,2,9,8,16,70,10,128,1000,4.3,4,2,916
916,15-bs025nv (i5-7200U/8GB/256GB/W10),1,6,7,27,8,112,25,256,0,1.91,4,2,917
917,Probook 440,1,6,6,27,4,112,25,0,500,1.64,4,2,918
918,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,14,6,9,18,4,17,95,0,500,2.8,2,1,919
919,Inspiron 3567,4,6,7,18,4,17,7,0,1000,2.2,4,2,920
920,XPS 13,4,3,5,24,8,56,56,128,0,1.22,4,2,921
921,Latitude 7280,4,3,13,18,16,105,25,256,0,1.18,4,2,922
922,IdeaPad 510-15ISK,14,6,7,8,8,75,97,0,1000,2.2,4,2,923
923,X541NA-GO020T (N3350/4GB/1TB/W10),8,6,7,27,4,15,74,0,1000,2.0,4,2,924
924,ThinkPad T570,14,6,7,8,8,34,25,512,0,1.99,4,2,925
925,Chromebook Plus,11,5,18,28,4,9,1,32,0,1.15,6,1,926
926,ROG G701VO,8,2,9,8,64,28,45,1000,0,3.58,4,2,927
927,Notebook Odyssey,11,6,7,18,16,82,89,128,1000,2.5,4,2,928
928,ZenBook Flip,8,5,5,36,8,56,25,256,0,1.1,4,2,929
929,Notebook 9,11,3,5,18,16,34,25,256,0,0.81,4,2,930
930,GE72MVR 7RG,9,2,9,18,16,82,24,512,1000,2.9,4,2,931
931,IdeaPad 300-17ISK,14,6,9,7,8,96,63,0,1000,3.0,4,2,932
932,Probook 450,1,6,7,18,8,112,25,0,1000,2.04,4,2,933
933,15-BS103nv (i5-8250U/6GB/256GB/Radeon,1,6,7,18,6,56,75,256,0,1.91,4,2,934
934,Latitude E7470,4,6,6,18,8,65,95,256,0,1.56,4,2,935
935,Zenbook 3,8,3,6,18,8,34,25,512,0,1.1,4,2,936
936,Lifebook A557,17,6,7,27,8,112,25,0,1000,2.2,4,2,937
937,Aspire A315-51,15,6,7,27,4,17,95,128,0,2.1,4,2,938
938,Chromebook X360,1,5,3,12,4,15,74,32,0,1.4,6,1,939
939,Thinkpad T470p,14,6,6,8,8,69,101,256,0,1.7,4,2,940
940,Aspire ES1-572,15,6,7,27,4,77,95,0,500,2.4,1,1,941
941,EliteBook 820,1,3,13,18,8,19,95,256,0,1.26,4,3,942
942,Yoga 900-13ISK,14,5,5,37,8,8,22,256,0,1.3,4,2,943
943,GT62VR 6RD,9,2,7,18,16,70,103,256,1000,2.94,4,2,944
944,Vostro 3568,4,6,7,27,4,77,95,0,1000,2.18,1,1,945
945,15-BW004nv (A9-9420/4GB/256GB/Radeon,1,3,7,18,4,44,75,256,0,1.91,4,2,946
946,Pavilion 14-BK001nv,1,6,6,8,6,112,97,256,0,1.58,4,2,947
947,FX503VM-E4007T (i7-7700HQ/16GB/1TB,8,2,7,8,16,82,103,128,1000,2.2,4,2,948
948,Tecra X40-D-10G,2,6,6,24,8,112,25,256,0,1.25,4,2,949
949,IdeaPad 320-15IKBN,14,6,7,18,8,112,25,0,2000,2.2,2,1,950
950,XPS 13,4,3,5,18,8,34,25,256,0,1.29,4,2,951
951,15-bs024nv (i5-7200U/8GB/128GB/W10),1,6,7,27,8,112,25,128,0,1.91,4,2,952
952,Latitude E5470,4,6,6,27,8,78,95,128,0,1.79,4,2,953
953,Rog GL753VE-DS74,8,2,9,18,16,82,38,256,1000,2.99,4,2,954
954,ThinkPad X1,14,6,6,13,16,36,95,256,0,1.1,4,3,955
955,Alienware 17,4,2,9,30,32,82,24,1000,1000,4.36,4,2,956
956,ThinkPad X1,14,5,6,17,8,96,95,256,0,1.36,4,2,957
957,ProBook 430,1,6,5,18,8,34,25,256,0,1.49,4,2,958
958,IdeaPad 320-15IKBN,14,6,7,18,8,112,97,256,0,2.2,2,1,959
959,Surface Laptop,5,3,12,21,8,105,98,256,0,1.252,4,4,960
960,15-BS028nv (i3-6006U/4GB/1TB/Radeon,1,6,7,18,4,17,75,0,1000,2.1,4,2,961
961,ROG Strix,8,2,7,8,8,82,103,128,1000,2.3,4,2,962
962,IdeaPad 320-15ISK,14,6,7,18,4,17,95,256,0,2.2,2,1,963
963,XPS 13,4,5,5,36,16,21,87,256,0,1.22,4,2,964
964,Aspire 5,15,6,7,27,8,62,102,256,0,2.2,4,2,965
965,Portege X30-D-10L,2,3,5,36,32,34,25,512,0,1.05,4,2,966
966,Tecra A50-C-218,2,6,7,8,16,75,27,256,0,2.4,4,2,967
967,Inspiron 3567,4,6,7,18,4,112,7,0,500,2.3,4,2,968
968,XPS 13,4,5,5,16,8,109,87,256,0,1.24,4,2,969
969,GE72MVR 7RG,9,2,9,18,16,82,24,256,1000,2.9,4,2,970
970,Aspire 5,15,6,9,8,4,88,91,0,1000,3.0,4,2,971
971,250 G6,1,6,7,27,4,112,25,0,500,1.86,2,1,972
972,X541NA-GO121 (N4200/4GB/1TB/Linux),8,6,7,27,4,4,12,0,1000,2.0,1,1,973
973,320-15ISK (i3-6006U/4GB/1TB/GeForce,14,6,7,18,4,17,85,0,1000,2.2,4,2,974
974,250 G6,1,6,7,18,8,112,25,256,0,1.96,4,2,975
975,L403NA-GA013TS (N3350/4GB/32GB/W10),8,6,6,27,4,15,74,32,0,1.5,4,2,976
976,Inspiron 3576,4,6,7,18,8,56,75,256,0,2.2,1,1,977
977,Tecra X40-D-10H,2,3,6,36,16,34,25,512,0,1.24,4,2,978
978,Inspiron 5579,4,5,7,36,8,91,56,256,0,1.56,4,2,979
979,IdeaPad 320-15AST,14,6,7,27,4,74,19,128,0,2.2,4,2,980
980,Thinkpad P71,14,6,9,8,8,82,44,256,0,3.4,4,2,981
981,ROG G752VSK-GC493T,8,2,9,18,16,82,10,256,1000,4.3,4,2,982
982,GE63VR 7RE,9,2,7,8,16,82,103,256,1000,2.4,4,2,983
983,Vostro 3568,4,6,7,18,4,112,13,128,0,2.18,1,1,984
984,Omen 17-W006na,1,2,9,8,8,113,3,128,1000,2.75,4,2,985
985,Inspiron 3567,4,6,7,18,8,112,7,0,1000,2.24,4,2,986
986,ThinkPad E580,14,6,7,8,8,56,58,256,1000,2.1,4,2,987
987,Aspire 5,15,6,7,27,4,17,33,0,500,2.2,4,2,988
988,Yoga 900-13ISK,14,5,5,37,16,37,32,1000,0,1.3,4,2,989
989,Latitude 5580,4,6,7,18,8,80,25,256,0,1.9,4,2,990
990,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),8,6,7,18,4,17,95,256,0,2.0,1,1,991
